,frameNumber,dateTime,lat,lon
0,1,2019-10-07 09:26:51.268,-34.59284,-58.484793
1,2,2019-10-07 09:26:51.308,-34.59284,-58.484793
2,3,2019-10-07 09:26:51.348,-34.59284,-58.484793
3,4,2019-10-07 09:26:51.388,-34.59284,-58.484793
4,5,2019-10-07 09:26:51.428,-34.59284,-58.484793
5,6,2019-10-07 09:26:51.468,-34.59284,-58.484793
6,7,2019-10-07 09:26:51.508,-34.59284,-58.484793
7,8,2019-10-07 09:26:51.548,-34.59284,-58.484793
8,9,2019-10-07 09:26:51.588,-34.59284,-58.484793
9,10,2019-10-07 09:26:51.628,-34.59284,-58.484793
10,11,2019-10-07 09:26:51.668,-34.59284,-58.484793
11,12,2019-10-07 09:26:51.708,-34.59284,-58.484793
12,13,2019-10-07 09:26:51.748,-34.59284,-58.484793
13,14,2019-10-07 09:26:51.788,-34.59284,-58.484793
14,15,2019-10-07 09:26:51.828,-34.59284,-58.484793
15,16,2019-10-07 09:26:51.868,-34.59284,-58.484793
16,17,2019-10-07 09:26:51.908,-34.59284,-58.484793
17,18,2019-10-07 09:26:51.948,-34.59284,-58.484793
18,19,2019-10-07 09:26:51.988,-34.59284,-58.484793
19,20,2019-10-07 09:26:52.028,-34.59284,-58.484793
20,21,2019-10-07 09:26:52.068,-34.59284,-58.484793
21,22,2019-10-07 09:26:52.108,-34.59284,-58.484792
22,23,2019-10-07 09:26:52.148,-34.59284,-58.484792
23,24,2019-10-07 09:26:52.188,-34.59284,-58.484792
24,25,2019-10-07 09:26:52.228,-34.59284,-58.484792
25,26,2019-10-07 09:26:52.268,-34.59284,-58.484792
26,27,2019-10-07 09:26:52.308,-34.59284,-58.484792
27,28,2019-10-07 09:26:52.348,-34.59284,-58.484792
28,29,2019-10-07 09:26:52.388,-34.59284,-58.484792
29,30,2019-10-07 09:26:52.428,-34.59284,-58.484792
30,31,2019-10-07 09:26:52.468,-34.59284,-58.484792
31,32,2019-10-07 09:26:52.508,-34.59284,-58.484792
32,33,2019-10-07 09:26:52.548,-34.59284,-58.484792
33,34,2019-10-07 09:26:52.588,-34.59284,-58.484792
34,35,2019-10-07 09:26:52.628,-34.59284,-58.484792
35,36,2019-10-07 09:26:52.668,-34.59284,-58.484792
36,37,2019-10-07 09:26:52.708,-34.59284,-58.484792
37,38,2019-10-07 09:26:52.748,-34.59284,-58.484792
38,39,2019-10-07 09:26:52.788,-34.59284,-58.484792
39,40,2019-10-07 09:26:52.828,-34.59284,-58.484792
40,41,2019-10-07 09:26:52.868,-34.59284,-58.484792
41,42,2019-10-07 09:26:52.908,-34.59284,-58.484792
42,43,2019-10-07 09:26:52.948,-34.59284,-58.484792
43,44,2019-10-07 09:26:52.988,-34.59284,-58.484792
44,45,2019-10-07 09:26:53.028,-34.59284,-58.484792
45,46,2019-10-07 09:26:53.068,-34.59284,-58.484792
46,47,2019-10-07 09:26:53.108,-34.59284,-58.484792
47,48,2019-10-07 09:26:53.148,-34.59284,-58.484792
48,49,2019-10-07 09:26:53.188,-34.59284,-58.484792
49,50,2019-10-07 09:26:53.228,-34.592841,-58.484792
50,51,2019-10-07 09:26:53.268,-34.592841,-58.484792
51,52,2019-10-07 09:26:53.308,-34.592841,-58.484792
52,53,2019-10-07 09:26:53.348,-34.592841,-58.484792
53,54,2019-10-07 09:26:53.388,-34.592841,-58.484792
54,55,2019-10-07 09:26:53.428,-34.592841,-58.484792
55,56,2019-10-07 09:26:53.468,-34.592841,-58.484792
56,57,2019-10-07 09:26:53.508,-34.592841,-58.484792
57,58,2019-10-07 09:26:53.548,-34.592841,-58.484792
58,59,2019-10-07 09:26:53.588,-34.592841,-58.484792
59,60,2019-10-07 09:26:53.628,-34.592841,-58.484792
60,61,2019-10-07 09:26:53.668,-34.592841,-58.484792
61,62,2019-10-07 09:26:53.708,-34.592841,-58.484792
62,63,2019-10-07 09:26:53.748,-34.592841,-58.484792
63,64,2019-10-07 09:26:53.788,-34.592841,-58.484792
64,65,2019-10-07 09:26:53.828,-34.592841,-58.484792
65,66,2019-10-07 09:26:53.868,-34.592841,-58.484792
66,67,2019-10-07 09:26:53.908,-34.592842,-58.484793
67,68,2019-10-07 09:26:53.948,-34.592842,-58.484793
68,69,2019-10-07 09:26:53.988,-34.592842,-58.484793
69,70,2019-10-07 09:26:54.028,-34.592842,-58.484793
70,71,2019-10-07 09:26:54.068,-34.592842,-58.484793
71,72,2019-10-07 09:26:54.108,-34.592842,-58.484793
72,73,2019-10-07 09:26:54.148,-34.592842,-58.484793
73,74,2019-10-07 09:26:54.188,-34.592842,-58.484793
74,75,2019-10-07 09:26:54.228,-34.592843,-58.484793
75,76,2019-10-07 09:26:54.268,-34.592843,-58.484793
76,77,2019-10-07 09:26:54.308,-34.592843,-58.484793
77,78,2019-10-07 09:26:54.348,-34.592843,-58.484793
78,79,2019-10-07 09:26:54.388,-34.592843,-58.484793
79,80,2019-10-07 09:26:54.428,-34.592844,-58.484793
80,81,2019-10-07 09:26:54.468,-34.592844,-58.484793
81,82,2019-10-07 09:26:54.508,-34.592845,-58.484793
82,83,2019-10-07 09:26:54.548,-34.592845,-58.484793
83,84,2019-10-07 09:26:54.588,-34.592845,-58.484793
84,85,2019-10-07 09:26:54.628,-34.592846,-58.484793
85,86,2019-10-07 09:26:54.668,-34.592846,-58.484793
86,87,2019-10-07 09:26:54.708,-34.592847,-58.484793
87,88,2019-10-07 09:26:54.748,-34.592847,-58.484793
88,89,2019-10-07 09:26:54.788,-34.592847,-58.484793
