,frameNumber,dateTime,lat,lon
0,1,2019-10-07 09:29:32.592,-34.593201,-58.484755
1,2,2019-10-07 09:29:32.632,-34.593201,-58.484755
2,3,2019-10-07 09:29:32.672,-34.593201,-58.484755
3,4,2019-10-07 09:29:32.712,-34.593201,-58.484755
4,5,2019-10-07 09:29:32.752,-34.593201,-58.484755
5,6,2019-10-07 09:29:32.792,-34.593202,-58.484755
6,7,2019-10-07 09:29:32.832,-34.593202,-58.484755
7,8,2019-10-07 09:29:32.872,-34.593202,-58.484755
8,9,2019-10-07 09:29:32.912,-34.593202,-58.484755
9,10,2019-10-07 09:29:32.952,-34.593202,-58.484755
10,11,2019-10-07 09:29:32.992,-34.593202,-58.484755
11,12,2019-10-07 09:29:33.032,-34.593202,-58.484755
12,13,2019-10-07 09:29:33.072,-34.593202,-58.484755
13,14,2019-10-07 09:29:33.112,-34.593202,-58.484755
14,15,2019-10-07 09:29:33.152,-34.593202,-58.484755
15,16,2019-10-07 09:29:33.192,-34.593202,-58.484755
16,17,2019-10-07 09:29:33.232,-34.593202,-58.484755
17,18,2019-10-07 09:29:33.272,-34.593202,-58.484755
18,19,2019-10-07 09:29:33.312,-34.593202,-58.484755
19,20,2019-10-07 09:29:33.352,-34.593202,-58.484755
20,21,2019-10-07 09:29:33.392,-34.593202,-58.484755
21,22,2019-10-07 09:29:33.432,-34.593202,-58.484755
22,23,2019-10-07 09:29:33.472,-34.593202,-58.484755
23,24,2019-10-07 09:29:33.512,-34.593202,-58.484755
24,25,2019-10-07 09:29:33.552,-34.593202,-58.484755
25,26,2019-10-07 09:29:33.592,-34.593202,-58.484755
26,27,2019-10-07 09:29:33.632,-34.593202,-58.484755
27,28,2019-10-07 09:29:33.672,-34.593202,-58.484755
28,29,2019-10-07 09:29:33.712,-34.593202,-58.484755
29,30,2019-10-07 09:29:33.752,-34.593202,-58.484755
30,31,2019-10-07 09:29:33.792,-34.593202,-58.484755
31,32,2019-10-07 09:29:33.832,-34.593202,-58.484755
32,33,2019-10-07 09:29:33.872,-34.593202,-58.484755
33,34,2019-10-07 09:29:33.912,-34.593202,-58.484755
34,35,2019-10-07 09:29:33.952,-34.593202,-58.484755
35,36,2019-10-07 09:29:33.992,-34.593202,-58.484755
36,37,2019-10-07 09:29:34.032,-34.593202,-58.484755
37,38,2019-10-07 09:29:34.072,-34.593202,-58.484755
38,39,2019-10-07 09:29:34.112,-34.593202,-58.484755
39,40,2019-10-07 09:29:34.152,-34.593202,-58.484755
40,41,2019-10-07 09:29:34.192,-34.593202,-58.484755
41,42,2019-10-07 09:29:34.232,-34.593202,-58.484755
42,43,2019-10-07 09:29:34.272,-34.593202,-58.484755
43,44,2019-10-07 09:29:34.312,-34.593202,-58.484755
