,frameNumber,dateTime,lat,lon
0,1,2019-10-07 09:03:18.428,-34.592986,-58.484789
1,2,2019-10-07 09:03:18.468,-34.592986,-58.484789
2,3,2019-10-07 09:03:18.508,-34.592986,-58.484789
3,4,2019-10-07 09:03:18.548,-34.592986,-58.484789
4,5,2019-10-07 09:03:18.588,-34.592986,-58.484789
5,6,2019-10-07 09:03:18.628,-34.592986,-58.484789
6,7,2019-10-07 09:03:18.668,-34.592986,-58.484789
7,8,2019-10-07 09:03:18.708,-34.592986,-58.484789
8,9,2019-10-07 09:03:18.748,-34.592986,-58.484789
9,10,2019-10-07 09:03:18.788,-34.592986,-58.484789
10,11,2019-10-07 09:03:18.828,-34.592986,-58.484789
11,12,2019-10-07 09:03:18.868,-34.592986,-58.484789
12,13,2019-10-07 09:03:18.908,-34.592986,-58.484789
13,14,2019-10-07 09:03:18.948,-34.592986,-58.484789
14,15,2019-10-07 09:03:18.988,-34.592986,-58.484789
15,16,2019-10-07 09:03:19.028,-34.592986,-58.484789
16,17,2019-10-07 09:03:19.068,-34.592986,-58.484789
17,18,2019-10-07 09:03:19.108,-34.592986,-58.484789
18,19,2019-10-07 09:03:19.148,-34.592986,-58.484789
19,20,2019-10-07 09:03:19.188,-34.592986,-58.484789
20,21,2019-10-07 09:03:19.228,-34.592986,-58.484789
21,22,2019-10-07 09:03:19.268,-34.592986,-58.484789
22,23,2019-10-07 09:03:19.308,-34.592986,-58.484789
23,24,2019-10-07 09:03:19.348,-34.592986,-58.484789
24,25,2019-10-07 09:03:19.388,-34.592986,-58.484789
25,26,2019-10-07 09:03:19.428,-34.592986,-58.484789
26,27,2019-10-07 09:03:19.468,-34.592986,-58.484789
27,28,2019-10-07 09:03:19.508,-34.592986,-58.484789
28,29,2019-10-07 09:03:19.548,-34.592986,-58.484789
29,30,2019-10-07 09:03:19.588,-34.592986,-58.484789
30,31,2019-10-07 09:03:19.628,-34.592986,-58.484789
31,32,2019-10-07 09:03:19.668,-34.592986,-58.484789
32,33,2019-10-07 09:03:19.708,-34.592986,-58.484789
33,34,2019-10-07 09:03:19.748,-34.592986,-58.484789
34,35,2019-10-07 09:03:19.788,-34.592986,-58.484789
35,36,2019-10-07 09:03:19.828,-34.592986,-58.484789
36,37,2019-10-07 09:03:19.868,-34.592986,-58.484789
37,38,2019-10-07 09:03:19.908,-34.592986,-58.484789
38,39,2019-10-07 09:03:19.948,-34.592986,-58.484789
39,40,2019-10-07 09:03:19.988,-34.592986,-58.484789
40,41,2019-10-07 09:03:20.028,-34.592986,-58.484789
41,42,2019-10-07 09:03:20.068,-34.592986,-58.484789
42,43,2019-10-07 09:03:20.108,-34.592986,-58.484788
43,44,2019-10-07 09:03:20.148,-34.592986,-58.484788
44,45,2019-10-07 09:03:20.188,-34.592986,-58.484788
45,46,2019-10-07 09:03:20.228,-34.592986,-58.484788
46,47,2019-10-07 09:03:20.268,-34.592986,-58.484788
47,48,2019-10-07 09:03:20.308,-34.592987,-58.484788
48,49,2019-10-07 09:03:20.348,-34.592987,-58.484788
49,50,2019-10-07 09:03:20.388,-34.592987,-58.484788
50,51,2019-10-07 09:03:20.428,-34.592987,-58.484788
51,52,2019-10-07 09:03:20.468,-34.592987,-58.484788
52,53,2019-10-07 09:03:20.508,-34.592987,-58.484788
53,54,2019-10-07 09:03:20.548,-34.592987,-58.484788
54,55,2019-10-07 09:03:20.588,-34.592987,-58.484788
55,56,2019-10-07 09:03:20.628,-34.592987,-58.484788
56,57,2019-10-07 09:03:20.668,-34.592987,-58.484788
57,58,2019-10-07 09:03:20.708,-34.592987,-58.484788
58,59,2019-10-07 09:03:20.748,-34.592987,-58.484788
59,60,2019-10-07 09:03:20.788,-34.592987,-58.484788
60,61,2019-10-07 09:03:20.828,-34.592987,-58.484788
61,62,2019-10-07 09:03:20.868,-34.592987,-58.484788
62,63,2019-10-07 09:03:20.908,-34.592987,-58.484788
63,64,2019-10-07 09:03:20.948,-34.592987,-58.484788
64,65,2019-10-07 09:03:20.988,-34.592987,-58.484788
65,66,2019-10-07 09:03:21.028,-34.592987,-58.484788
66,67,2019-10-07 09:03:21.068,-34.592987,-58.484788
67,68,2019-10-07 09:03:21.108,-34.592987,-58.484788
68,69,2019-10-07 09:03:21.148,-34.592987,-58.484788
69,70,2019-10-07 09:03:21.188,-34.592987,-58.484789
70,71,2019-10-07 09:03:21.228,-34.592987,-58.484789
71,72,2019-10-07 09:03:21.268,-34.592987,-58.484789
72,73,2019-10-07 09:03:21.308,-34.592987,-58.484789
73,74,2019-10-07 09:03:21.348,-34.592987,-58.484789
74,75,2019-10-07 09:03:21.388,-34.592987,-58.484789
75,76,2019-10-07 09:03:21.428,-34.592987,-58.484789
76,77,2019-10-07 09:03:21.468,-34.592987,-58.484789
77,78,2019-10-07 09:03:21.508,-34.592987,-58.484789
78,79,2019-10-07 09:03:21.548,-34.592987,-58.484789
79,80,2019-10-07 09:03:21.588,-34.592986,-58.484789
80,81,2019-10-07 09:03:21.628,-34.592986,-58.484789
81,82,2019-10-07 09:03:21.668,-34.592986,-58.484789
82,83,2019-10-07 09:03:21.708,-34.592986,-58.48479
83,84,2019-10-07 09:03:21.748,-34.592986,-58.48479
