,frameNumber,dateTime,lat,lon
0,1,2019-09-04 10:59:25.471,-34.593159,-58.484682
1,2,2019-09-04 10:59:25.511,-34.593159,-58.484682
2,3,2019-09-04 10:59:25.551,-34.593159,-58.484682
3,4,2019-09-04 10:59:25.591,-34.593159,-58.484682
4,5,2019-09-04 10:59:25.631,-34.593159,-58.484682
5,6,2019-09-04 10:59:25.671,-34.593159,-58.484682
6,7,2019-09-04 10:59:25.711,-34.593159,-58.484682
7,8,2019-09-04 10:59:25.751,-34.593159,-58.484682
8,9,2019-09-04 10:59:25.791,-34.593159,-58.484682
9,10,2019-09-04 10:59:25.831,-34.593159,-58.484682
10,11,2019-09-04 10:59:25.871,-34.593159,-58.484682
11,12,2019-09-04 10:59:25.911,-34.593159,-58.484682
12,13,2019-09-04 10:59:25.951,-34.593159,-58.484682
13,14,2019-09-04 10:59:25.991,-34.593159,-58.484682
14,15,2019-09-04 10:59:26.031,-34.593159,-58.484682
15,16,2019-09-04 10:59:26.071,-34.593159,-58.484682
16,17,2019-09-04 10:59:26.111,-34.593158,-58.484682
17,18,2019-09-04 10:59:26.151,-34.593158,-58.484682
18,19,2019-09-04 10:59:26.191,-34.593158,-58.484682
19,20,2019-09-04 10:59:26.231,-34.593158,-58.484682
20,21,2019-09-04 10:59:26.271,-34.593158,-58.484682
21,22,2019-09-04 10:59:26.311,-34.593158,-58.484682
22,23,2019-09-04 10:59:26.351,-34.593158,-58.484682
23,24,2019-09-04 10:59:26.391,-34.593158,-58.484682
24,25,2019-09-04 10:59:26.431,-34.593158,-58.484682
25,26,2019-09-04 10:59:26.471,-34.593158,-58.484682
26,27,2019-09-04 10:59:26.511,-34.593158,-58.484682
27,28,2019-09-04 10:59:26.551,-34.593158,-58.484682
28,29,2019-09-04 10:59:26.591,-34.593158,-58.484682
29,30,2019-09-04 10:59:26.631,-34.593158,-58.484682
30,31,2019-09-04 10:59:26.671,-34.593158,-58.484682
31,32,2019-09-04 10:59:26.711,-34.593158,-58.484682
32,33,2019-09-04 10:59:26.751,-34.593158,-58.484682
33,34,2019-09-04 10:59:26.791,-34.593158,-58.484682
34,35,2019-09-04 10:59:26.831,-34.593158,-58.484682
35,36,2019-09-04 10:59:26.871,-34.593158,-58.484682
36,37,2019-09-04 10:59:26.911,-34.593158,-58.484682
37,38,2019-09-04 10:59:26.951,-34.593158,-58.484682
38,39,2019-09-04 10:59:26.991,-34.593158,-58.484682
39,40,2019-09-04 10:59:27.031,-34.593158,-58.484682
40,41,2019-09-04 10:59:27.071,-34.593158,-58.484682
41,42,2019-09-04 10:59:27.111,-34.593158,-58.484682
42,43,2019-09-04 10:59:27.151,-34.593158,-58.484682
43,44,2019-09-04 10:59:27.191,-34.593158,-58.484682
44,45,2019-09-04 10:59:27.231,-34.593158,-58.484682
45,46,2019-09-04 10:59:27.271,-34.593158,-58.484682
46,47,2019-09-04 10:59:27.311,-34.593158,-58.484682
47,48,2019-09-04 10:59:27.351,-34.593158,-58.484682
48,49,2019-09-04 10:59:27.391,-34.593158,-58.484682
49,50,2019-09-04 10:59:27.431,-34.593158,-58.484682
50,51,2019-09-04 10:59:27.471,-34.593158,-58.484682
51,52,2019-09-04 10:59:27.511,-34.593158,-58.484682
52,53,2019-09-04 10:59:27.551,-34.593158,-58.484682
53,54,2019-09-04 10:59:27.591,-34.593158,-58.484682
54,55,2019-09-04 10:59:27.631,-34.593158,-58.484682
55,56,2019-09-04 10:59:27.671,-34.593158,-58.484682
56,57,2019-09-04 10:59:27.711,-34.593158,-58.484682
57,58,2019-09-04 10:59:27.751,-34.593158,-58.484682
58,59,2019-09-04 10:59:27.791,-34.593158,-58.484682
59,60,2019-09-04 10:59:27.831,-34.593158,-58.484682
60,61,2019-09-04 10:59:27.871,-34.593158,-58.484682
61,62,2019-09-04 10:59:27.911,-34.593159,-58.484682
62,63,2019-09-04 10:59:27.951,-34.593159,-58.484682
63,64,2019-09-04 10:59:27.991,-34.593159,-58.484682
64,65,2019-09-04 10:59:28.031,-34.593159,-58.484682
65,66,2019-09-04 10:59:28.071,-34.593159,-58.484682
66,67,2019-09-04 10:59:28.111,-34.593158,-58.484682
67,68,2019-09-04 10:59:28.151,-34.593158,-58.484682
68,69,2019-09-04 10:59:28.191,-34.593158,-58.484682
69,70,2019-09-04 10:59:28.231,-34.593158,-58.484682
70,71,2019-09-04 10:59:28.271,-34.593158,-58.484682
71,72,2019-09-04 10:59:28.311,-34.593158,-58.484682
72,73,2019-09-04 10:59:28.351,-34.593158,-58.484682
73,74,2019-09-04 10:59:28.391,-34.593158,-58.484682
74,75,2019-09-04 10:59:28.431,-34.593158,-58.484682
75,76,2019-09-04 10:59:28.471,-34.593158,-58.484682
76,77,2019-09-04 10:59:28.511,-34.593158,-58.484682
77,78,2019-09-04 10:59:28.551,-34.593158,-58.484682
78,79,2019-09-04 10:59:28.591,-34.593158,-58.484682
79,80,2019-09-04 10:59:28.631,-34.593158,-58.484682
80,81,2019-09-04 10:59:28.671,-34.593158,-58.484682
81,82,2019-09-04 10:59:28.711,-34.593158,-58.484682
82,83,2019-09-04 10:59:28.751,-34.593158,-58.484682
83,84,2019-09-04 10:59:28.791,-34.593158,-58.484682
84,85,2019-09-04 10:59:28.831,-34.593158,-58.484682
85,86,2019-09-04 10:59:28.871,-34.593158,-58.484682
86,87,2019-09-04 10:59:28.911,-34.593157,-58.484682
87,88,2019-09-04 10:59:28.951,-34.593157,-58.484682
88,89,2019-09-04 10:59:28.991,-34.593157,-58.484682
89,90,2019-09-04 10:59:29.031,-34.593157,-58.484682
90,91,2019-09-04 10:59:29.071,-34.593157,-58.484682
91,92,2019-09-04 10:59:29.111,-34.593156,-58.484682
92,93,2019-09-04 10:59:29.151,-34.593156,-58.484682
93,94,2019-09-04 10:59:29.191,-34.593156,-58.484682
94,95,2019-09-04 10:59:29.231,-34.593156,-58.484682
95,96,2019-09-04 10:59:29.271,-34.593156,-58.484682
96,97,2019-09-04 10:59:29.311,-34.593155,-58.484683
97,98,2019-09-04 10:59:29.351,-34.593155,-58.484683
98,99,2019-09-04 10:59:29.391,-34.593155,-58.484683
99,100,2019-09-04 10:59:29.431,-34.593155,-58.484683
100,101,2019-09-04 10:59:29.471,-34.593155,-58.484683
101,102,2019-09-04 10:59:29.511,-34.593154,-58.484683
102,103,2019-09-04 10:59:29.551,-34.593154,-58.484683
103,104,2019-09-04 10:59:29.591,-34.593154,-58.484683
104,105,2019-09-04 10:59:29.631,-34.593154,-58.484683
105,106,2019-09-04 10:59:29.671,-34.593154,-58.484683
106,107,2019-09-04 10:59:29.711,-34.593153,-58.484683
107,108,2019-09-04 10:59:29.751,-34.593153,-58.484683
108,109,2019-09-04 10:59:29.791,-34.593153,-58.484683
109,110,2019-09-04 10:59:29.831,-34.593153,-58.484683
110,111,2019-09-04 10:59:29.871,-34.593153,-58.484683
111,112,2019-09-04 10:59:29.911,-34.593152,-58.484683
112,113,2019-09-04 10:59:29.951,-34.593152,-58.484683
113,114,2019-09-04 10:59:29.991,-34.593151,-58.484683
114,115,2019-09-04 10:59:30.031,-34.593151,-58.484683
115,116,2019-09-04 10:59:30.071,-34.593151,-58.484683
116,117,2019-09-04 10:59:30.111,-34.593151,-58.484683
117,118,2019-09-04 10:59:30.151,-34.593151,-58.484683
118,119,2019-09-04 10:59:30.191,-34.59315,-58.484683
119,120,2019-09-04 10:59:30.231,-34.59315,-58.484683
120,121,2019-09-04 10:59:30.271,-34.59315,-58.484683
121,122,2019-09-04 10:59:30.311,-34.593149,-58.484683
122,123,2019-09-04 10:59:30.351,-34.593149,-58.484683
123,124,2019-09-04 10:59:30.391,-34.593149,-58.484683
124,125,2019-09-04 10:59:30.431,-34.593149,-58.484683
125,126,2019-09-04 10:59:30.471,-34.593149,-58.484683
126,127,2019-09-04 10:59:30.511,-34.593148,-58.484683
127,128,2019-09-04 10:59:30.551,-34.593148,-58.484683
128,129,2019-09-04 10:59:30.591,-34.593147,-58.484683
129,130,2019-09-04 10:59:30.631,-34.593147,-58.484683
130,131,2019-09-04 10:59:30.671,-34.593147,-58.484683
131,132,2019-09-04 10:59:30.711,-34.593146,-58.484683
132,133,2019-09-04 10:59:30.751,-34.593146,-58.484683
133,134,2019-09-04 10:59:30.791,-34.593145,-58.484683
134,135,2019-09-04 10:59:30.831,-34.593145,-58.484683
135,136,2019-09-04 10:59:30.871,-34.593145,-58.484683
136,137,2019-09-04 10:59:30.911,-34.593144,-58.484683
137,138,2019-09-04 10:59:30.951,-34.593144,-58.484683
138,139,2019-09-04 10:59:30.991,-34.593144,-58.484683
139,140,2019-09-04 10:59:31.031,-34.593144,-58.484683
140,141,2019-09-04 10:59:31.071,-34.593144,-58.484683
141,142,2019-09-04 10:59:31.111,-34.593143,-58.484683
142,143,2019-09-04 10:59:31.151,-34.593143,-58.484683
143,144,2019-09-04 10:59:31.191,-34.593142,-58.484683
144,145,2019-09-04 10:59:31.231,-34.593142,-58.484683
145,146,2019-09-04 10:59:31.271,-34.593142,-58.484683
146,147,2019-09-04 10:59:31.311,-34.593141,-58.484683
147,148,2019-09-04 10:59:31.351,-34.593141,-58.484683
148,149,2019-09-04 10:59:31.391,-34.59314,-58.484683
149,150,2019-09-04 10:59:31.431,-34.59314,-58.484683
150,151,2019-09-04 10:59:31.471,-34.59314,-58.484683
151,152,2019-09-04 10:59:31.511,-34.59314,-58.484683
152,153,2019-09-04 10:59:31.551,-34.59314,-58.484683
153,154,2019-09-04 10:59:31.591,-34.593139,-58.484683
154,155,2019-09-04 10:59:31.631,-34.593139,-58.484683
155,156,2019-09-04 10:59:31.671,-34.593139,-58.484683
156,157,2019-09-04 10:59:31.711,-34.593138,-58.484683
157,158,2019-09-04 10:59:31.751,-34.593138,-58.484683
158,159,2019-09-04 10:59:31.791,-34.593137,-58.484683
159,160,2019-09-04 10:59:31.831,-34.593137,-58.484683
160,161,2019-09-04 10:59:31.871,-34.593137,-58.484683
161,162,2019-09-04 10:59:31.911,-34.593136,-58.484683
162,163,2019-09-04 10:59:31.951,-34.593136,-58.484683
163,164,2019-09-04 10:59:31.991,-34.593135,-58.484683
164,165,2019-09-04 10:59:32.031,-34.593135,-58.484683
165,166,2019-09-04 10:59:32.071,-34.593135,-58.484683
166,167,2019-09-04 10:59:32.111,-34.593135,-58.484683
167,168,2019-09-04 10:59:32.151,-34.593135,-58.484683
168,169,2019-09-04 10:59:32.191,-34.593134,-58.484683
169,170,2019-09-04 10:59:32.231,-34.593134,-58.484683
170,171,2019-09-04 10:59:32.271,-34.593134,-58.484683
171,172,2019-09-04 10:59:32.311,-34.593133,-58.484683
172,173,2019-09-04 10:59:32.351,-34.593133,-58.484683
173,174,2019-09-04 10:59:32.391,-34.593132,-58.484683
174,175,2019-09-04 10:59:32.431,-34.593132,-58.484683
175,176,2019-09-04 10:59:32.471,-34.593132,-58.484683
176,177,2019-09-04 10:59:32.511,-34.593131,-58.484683
177,178,2019-09-04 10:59:32.551,-34.593131,-58.484683
