,frameNumber,dateTime,lat,lon
0,1,2019-09-04 10:35:53.581,-34.593148,-58.484712
1,2,2019-09-04 10:35:53.621,-34.593148,-58.484712
2,3,2019-09-04 10:35:53.661,-34.593148,-58.484712
3,4,2019-09-04 10:35:53.701,-34.593148,-58.484712
4,5,2019-09-04 10:35:53.741,-34.593148,-58.484712
5,6,2019-09-04 10:35:53.781,-34.593148,-58.484713
6,7,2019-09-04 10:35:53.821,-34.593148,-58.484713
7,8,2019-09-04 10:35:53.861,-34.593148,-58.484713
8,9,2019-09-04 10:35:53.901,-34.593148,-58.484713
9,10,2019-09-04 10:35:53.941,-34.593148,-58.484713
10,11,2019-09-04 10:35:53.981,-34.593148,-58.484713
11,12,2019-09-04 10:35:54.021,-34.593148,-58.484713
12,13,2019-09-04 10:35:54.061,-34.593148,-58.484713
13,14,2019-09-04 10:35:54.101,-34.593148,-58.484713
14,15,2019-09-04 10:35:54.141,-34.593148,-58.484713
15,16,2019-09-04 10:35:54.181,-34.593148,-58.484713
16,17,2019-09-04 10:35:54.221,-34.593148,-58.484713
17,18,2019-09-04 10:35:54.261,-34.593148,-58.484713
